transaction_id,company_id,employee_id,merchant_id,transaction_timestamp,amount,transaction_status,decline_reason,is_international,merchant_country,is_fraud,fraud_type
10413,74,697,179,2025-07-25 09:17:13.672950,103.43,approved,,False,US,0,none
10414,62,1010,85,2026-04-01 16:59:13.672950,26.44,approved,,True,CA,0,none
10415,79,732,164,2025-12-01 12:56:13.672950,42.86,approved,,False,US,0,none
10416,6,1095,230,2026-01-27 20:16:13.672950,17.2,approved,,False,US,0,none
10417,73,969,206,2026-05-13 04:28:13.672950,34.41,approved,,False,US,0,none
10418,99,854,104,2026-05-26 12:40:13.672950,110.04,approved,,False,US,0,none
10419,65,666,114,2025-10-06 11:55:13.672950,60.82,approved,,False,US,0,none
10420,27,1781,188,2026-06-02 02:23:13.672950,3.47,approved,,False,US,0,none
10421,13,652,271,2026-02-06 09:16:13.672950,59.03,approved,,False,US,0,none
10422,6,1095,51,2025-09-24 10:27:13.672950,61.53,approved,,False,US,0,none
10423,13,46,222,2025-10-01 22:54:13.672950,222.69,approved,,False,US,0,none
10424,52,1071,111,2026-05-26 05:20:13.672950,85.62,approved,,False,US,0,none
10425,9,1615,55,2026-05-17 09:11:13.672950,458.46,approved,,False,US,0,none
10426,26,1446,12,2026-06-30 19:03:13.672950,192.23,approved,,False,US,0,none
10427,39,149,190,2026-01-14 04:02:13.672950,22.3,approved,,False,US,0,none
10428,40,910,155,2025-09-07 20:51:13.672950,653.81,approved,,True,DE,0,none
10429,90,1154,265,2025-10-14 05:52:13.672950,46.29,approved,,False,US,0,none
10430,7,456,104,2026-01-25 09:07:13.672950,43.27,approved,,False,US,0,none
10431,48,1663,163,2025-09-29 10:07:13.672950,19.89,approved,,False,US,0,none
10432,34,877,141,2026-03-21 04:31:13.672950,24.24,approved,,True,GB,0,none
10433,88,1655,237,2025-09-02 04:35:13.672950,4.98,approved,,False,US,0,none
10434,84,966,44,2025-12-15 14:15:13.672950,135.28,approved,,True,GB,0,none
10435,84,869,239,2025-08-29 18:09:13.672950,187.29,approved,,False,US,0,none
10436,3,1529,97,2026-03-01 19:33:13.672950,101.02,approved,,False,US,0,none
10437,8,929,98,2025-10-28 17:48:13.672950,63.27,approved,,False,US,0,none
10438,23,1024,53,2026-03-07 19:14:13.672950,35.52,approved,,False,US,0,none
10439,60,1001,109,2026-01-23 16:08:13.672950,71.39,approved,,False,US,0,none
10440,77,774,257,2026-06-01 19:39:13.672950,63.61,approved,,False,US,0,none
10441,92,244,11,2025-08-29 13:35:13.672950,182.52,approved,,False,US,0,none
10442,96,474,178,2026-02-20 20:30:13.672950,74.93,approved,,False,US,0,none
10443,57,382,294,2025-08-03 13:08:13.672950,28.68,approved,,False,US,0,none
10444,1,1127,25,2026-05-18 04:37:13.672950,98.89,approved,,False,US,0,none
10445,84,489,126,2025-09-17 18:05:13.672950,42.1,approved,,False,US,0,none
10446,10,1061,266,2026-02-22 19:59:13.672950,159.73,approved,,True,DE,0,none
10447,58,1678,133,2025-11-22 06:15:13.672950,70.73,declined,merchant_blocked,False,US,0,none
10448,98,1573,278,2025-08-01 13:35:13.672950,363.02,approved,,False,US,0,none
10449,49,1544,42,2025-07-12 10:05:13.672950,82.14,approved,,False,US,0,none
10450,99,1767,101,2026-01-01 16:27:13.672950,380.28,approved,,False,US,0,none
10451,17,1357,284,2025-10-14 06:51:13.672950,67.94,approved,,False,US,0,none
10452,39,397,277,2026-04-06 13:31:13.672950,146.64,approved,,False,US,0,none
10453,7,296,139,2025-12-13 23:14:13.672950,61.81,approved,,False,US,0,none
10454,1,107,221,2025-11-26 02:31:13.672950,33.15,declined,card_expired,False,US,0,none
10455,39,860,69,2026-01-15 19:00:13.672950,24.18,approved,,False,US,0,none
10456,33,954,293,2026-06-13 22:39:13.672950,97.78,approved,,False,US,0,none
10457,93,530,177,2025-10-24 21:17:13.672950,119.26,approved,,False,US,0,none
10458,2,1849,197,2026-06-24 10:10:13.672950,29.13,approved,,False,US,0,none
10459,97,1107,33,2025-11-19 20:41:13.672950,30.84,approved,,False,US,0,none
10460,5,934,228,2026-07-03 07:43:13.672950,271.67,approved,,False,US,0,none
10461,42,288,136,2026-01-28 09:35:13.672950,262.76,approved,,False,US,0,none
10462,45,706,134,2025-10-10 14:01:13.672950,131.51,approved,,False,US,0,none
10463,40,1485,143,2025-11-28 05:06:13.672950,123.24,approved,,True,GB,0,none
10464,48,215,245,2025-09-09 05:08:13.672950,192.34,approved,,True,DE,0,none
10465,86,1305,137,2025-12-09 14:01:13.672950,284.56,approved,,False,US,0,none
10466,79,732,61,2025-07-08 22:41:13.672950,124.52,declined,insufficient_funds,False,US,0,none
10467,76,1978,56,2026-05-18 21:04:13.672950,210.86,approved,,False,US,0,none
10468,37,1483,133,2025-08-24 14:16:13.672950,31.45,approved,,False,US,0,none
10469,3,1825,208,2026-06-28 22:14:13.672950,32.08,approved,,True,JP,0,none
10470,52,344,126,2025-12-05 11:25:13.672950,165.28,declined,merchant_blocked,False,US,0,none
10471,18,194,123,2025-11-13 07:35:13.672950,25.47,approved,,False,US,0,none
10472,31,158,231,2025-08-03 21:06:13.672950,223.83,approved,,False,US,0,none
10473,10,465,35,2026-05-07 02:39:13.672950,28.9,approved,,False,US,0,none
10474,87,104,266,2026-01-14 04:20:13.672950,122.23,declined,insufficient_funds,True,DE,0,none
10475,51,34,91,2026-04-09 12:51:13.672950,78.03,approved,,False,US,0,none
10476,23,1126,21,2025-12-24 12:45:13.672950,31.44,approved,,False,US,0,none
10477,92,639,140,2026-03-17 12:50:13.672950,67.77,declined,insufficient_funds,False,US,0,none
10478,29,1750,265,2026-06-24 05:23:13.672950,65.86,approved,,False,US,0,none
10479,52,325,120,2025-11-14 17:39:13.672950,94.21,approved,,False,US,0,none
10480,28,1968,221,2026-02-10 03:26:13.672950,22.14,approved,,False,US,0,none
10481,3,1832,23,2025-12-22 11:25:13.672950,98.99,declined,insufficient_funds,False,US,0,none
10482,5,691,39,2026-02-04 07:53:13.672950,126.97,approved,,False,US,0,none
10483,6,592,235,2026-06-24 19:50:13.672950,246.77,approved,,False,US,0,none
10484,67,141,241,2026-06-28 14:02:13.672950,17.12,approved,,False,US,0,none
10485,96,474,128,2026-04-18 05:10:13.672950,122.5,approved,,True,CA,0,none
10486,27,1055,22,2026-03-23 16:03:13.672950,40.59,approved,,False,US,0,none
10487,52,884,55,2026-06-21 20:10:13.672950,245.09,approved,,False,US,0,none
10488,70,1959,47,2026-02-06 17:35:13.672950,44.86,approved,,False,US,0,none
10489,62,63,234,2025-09-14 21:50:13.672950,62.23,approved,,False,US,0,none
10490,49,1584,27,2025-12-13 00:53:13.672950,192.64,approved,,True,GB,0,none
10491,100,1111,48,2025-09-26 10:33:13.672950,37.5,approved,,False,US,0,none
10492,14,304,167,2026-01-31 19:13:13.672950,17.8,approved,,True,CA,0,none
10493,36,1085,271,2026-05-08 03:44:13.672950,2.98,approved,,False,US,0,none
10494,85,396,81,2026-05-28 05:42:13.672950,63.97,declined,merchant_blocked,True,JP,0,none
10495,60,334,118,2026-02-28 13:31:13.672950,7.03,approved,,False,US,0,none
10496,97,1976,45,2026-01-02 18:21:13.672950,1200.0,approved,,True,CA,1,international_purchase
10497,56,786,275,2026-05-11 23:51:13.672950,48.21,approved,,False,US,0,none
10498,96,411,181,2025-09-28 22:53:13.672950,117.53,approved,,False,US,0,none
10499,43,284,232,2025-11-11 22:01:13.672950,46.86,approved,,True,CA,0,none
10500,73,466,86,2026-06-10 00:38:13.672950,17.75,approved,,False,US,0,none
10501,97,80,105,2026-02-23 20:05:13.672950,42.65,approved,,False,US,0,none
10502,28,1716,243,2025-09-27 06:59:13.672950,7.08,approved,,False,US,0,none
10503,4,784,177,2026-03-16 17:10:13.672950,80.09,approved,,False,US,0,none
10504,12,1101,234,2026-04-22 11:54:13.672950,466.1,approved,,False,US,0,none
10505,76,1978,78,2025-10-07 20:46:13.672950,245.78,approved,,False,US,0,none
10506,85,733,126,2026-06-23 20:44:13.672950,21.07,approved,,False,US,0,none
10507,80,1929,189,2026-06-27 19:44:13.672950,20.13,approved,,True,JP,0,none
10508,53,1818,60,2026-05-02 15:04:13.672950,17.33,declined,merchant_blocked,False,US,0,none
10509,52,1564,220,2025-12-24 15:16:13.672950,18.23,approved,,False,US,0,none
10510,69,1385,76,2025-07-27 16:57:13.672950,23.64,approved,,False,US,0,none
10511,9,77,91,2026-02-03 11:10:13.672950,27.56,approved,,False,US,0,none
10512,69,509,116,2026-01-17 17:06:13.672950,115.02,approved,,True,DE,0,none
10513,86,1188,280,2025-12-10 06:03:13.672950,173.21,approved,,False,US,0,none
10514,53,1033,167,2026-04-30 10:41:13.672950,23.42,approved,,True,CA,0,none
10515,51,1199,126,2025-08-19 21:24:13.672950,13.7,declined,insufficient_funds,False,US,0,none
10516,89,462,233,2026-02-26 22:59:13.672950,151.56,approved,,True,JP,0,none
10517,18,1331,114,2026-01-13 02:40:13.672950,181.43,approved,,False,US,0,none
10518,98,1612,100,2026-02-22 21:34:13.672950,260.8,approved,,False,US,0,none
10519,30,245,151,2026-05-02 01:32:13.672950,32.8,approved,,True,JP,0,none
10520,24,122,72,2026-04-17 14:37:13.672950,21.52,approved,,False,US,0,none
10521,72,185,167,2026-05-24 10:27:13.672950,155.26,approved,,True,CA,0,none
10522,42,32,72,2026-05-12 05:41:13.672950,325.51,approved,,False,US,0,none
10523,72,998,11,2026-04-22 22:13:13.672950,71.67,approved,,False,US,0,none
10524,37,1987,298,2026-01-12 10:51:13.672950,269.1,approved,,False,US,0,none
10525,10,762,229,2025-08-15 09:35:13.672950,44.33,approved,,False,US,0,none
10526,90,569,126,2026-01-17 23:59:13.672950,46.28,approved,,False,US,0,none
10527,66,310,153,2026-06-25 03:37:13.672950,269.41,approved,,False,US,0,none
10528,26,1396,162,2025-12-13 01:11:13.672950,73.95,approved,,False,US,0,none
10529,23,1680,278,2026-03-11 01:57:13.672950,137.07,declined,suspected_fraud,False,US,0,none
10530,1,830,179,2025-08-08 20:12:13.672950,25.06,approved,,False,US,0,none
10531,11,1620,144,2026-02-16 06:24:13.672950,43.79,approved,,False,US,0,none
10532,40,992,139,2026-05-28 13:48:13.672950,13.92,approved,,False,US,0,none
10533,76,1080,206,2026-05-01 00:46:13.672950,67.04,approved,,False,US,0,none
10534,27,791,96,2025-12-14 18:28:13.672950,32.39,declined,insufficient_funds,False,US,0,none
10535,37,1297,214,2025-11-04 21:12:13.672950,90.94,approved,,False,US,0,none
10536,36,464,69,2025-12-03 18:25:13.672950,49.5,approved,,False,US,0,none
10537,49,678,19,2025-09-24 22:42:13.672950,425.57,approved,,False,US,0,none
10538,45,1480,101,2026-03-03 16:26:13.672950,90.64,approved,,False,US,0,none
10539,49,979,81,2025-10-08 17:00:13.672950,72.91,approved,,True,JP,0,none
10540,11,670,183,2025-07-21 02:55:13.672950,32.38,approved,,False,US,0,none
10541,7,1273,18,2025-07-21 23:51:13.672950,69.71,approved,,True,CA,0,none
10542,74,698,155,2026-04-08 17:35:13.672950,138.31,approved,,True,DE,0,none
10543,22,994,129,2025-09-10 08:04:13.672950,14.55,approved,,True,CA,0,none
10544,62,78,161,2026-03-06 07:25:13.672950,194.06,declined,insufficient_funds,False,US,0,none
10545,9,534,119,2026-03-20 10:41:13.672950,161.02,approved,,False,US,0,none
10546,19,108,173,2025-08-21 19:55:13.672950,86.63,approved,,False,US,0,none
10547,37,1297,153,2025-08-11 10:53:13.672950,205.8,approved,,False,US,0,none
10548,17,764,20,2025-12-06 20:54:13.672950,32.9,declined,suspected_fraud,False,US,0,none
10549,86,15,34,2026-03-27 06:55:13.672950,13.66,declined,suspected_fraud,False,US,0,none
10550,61,370,60,2025-11-28 02:47:13.672950,105.81,approved,,False,US,0,none
10551,37,1328,158,2025-10-28 22:26:13.672950,13.32,approved,,True,GB,0,none
10552,66,1696,206,2026-04-20 15:07:13.672950,19.46,approved,,False,US,0,none
10553,33,205,93,2025-12-20 14:42:13.672950,24.5,approved,,False,US,0,none
10554,54,1137,218,2026-02-02 22:11:13.672950,61.46,approved,,False,US,0,none
10555,60,1704,89,2025-11-01 03:32:13.672950,46.46,approved,,False,US,0,none
10556,44,865,173,2026-04-04 20:49:13.672950,23.62,approved,,False,US,0,none
10557,23,1277,40,2026-03-05 00:13:13.672950,510.95,approved,,False,US,0,none
10558,13,441,203,2026-05-03 15:24:13.672950,194.32,approved,,False,US,0,none
10559,16,1210,221,2025-12-10 14:56:13.672950,76.86,approved,,False,US,0,none
10560,74,859,47,2026-01-03 17:12:13.672950,155.27,approved,,False,US,0,none
10561,98,227,243,2025-07-16 13:11:13.672950,58.0,approved,,False,US,0,none
10562,35,528,88,2025-08-01 21:15:13.672950,385.42,approved,,True,JP,0,none
10563,77,1692,157,2025-07-21 04:49:13.672950,821.58,approved,,True,CA,0,none
10564,55,354,162,2025-09-19 06:28:13.672950,128.05,approved,,False,US,0,none
10565,74,623,20,2026-04-22 09:15:13.672950,9.54,approved,,False,US,0,none
10566,63,1025,148,2026-06-24 17:02:13.672950,83.58,approved,,False,US,0,none
10567,3,1577,201,2025-08-06 09:47:13.672950,70.94,approved,,True,CA,0,none
10568,49,1584,151,2025-10-28 21:37:13.672950,85.5,approved,,True,JP,0,none
10569,79,927,100,2026-01-28 18:09:13.672950,204.63,declined,insufficient_funds,False,US,0,none
10570,59,1444,247,2026-02-11 03:18:13.672950,37.42,declined,suspected_fraud,False,US,0,none
10571,93,1644,113,2025-07-24 06:30:13.672950,57.05,approved,,False,US,0,none
10572,84,1185,219,2025-12-21 02:25:13.672950,74.59,approved,,False,US,0,none
10573,99,161,25,2026-01-02 16:50:13.672950,41.95,approved,,False,US,0,none
10574,68,871,289,2025-07-31 05:06:13.672950,130.13,approved,,False,US,0,none
10575,63,1152,103,2026-01-21 00:21:13.672950,23.32,approved,,False,US,0,none
10576,99,1746,79,2025-10-04 15:36:13.672950,102.76,approved,,False,US,0,none
10577,49,1175,16,2026-04-07 18:19:13.672950,179.07,approved,,False,US,0,none
10578,46,444,59,2026-04-24 10:25:13.672950,149.73,approved,,False,US,0,none
10579,84,1791,194,2025-10-10 03:34:13.672950,64.0,approved,,False,US,0,none
10580,13,1495,125,2026-01-19 05:22:13.672950,218.14,approved,,False,US,0,none
10581,21,463,32,2025-09-06 10:49:13.672950,15.63,approved,,False,US,0,none
10582,79,1754,178,2025-08-31 08:12:13.672950,87.55,approved,,False,US,0,none
10583,97,1054,219,2025-08-29 10:07:13.672950,1233.27,approved,,False,US,0,none
10584,82,473,100,2026-05-05 02:05:13.672950,281.18,approved,,False,US,0,none
10585,89,557,103,2025-07-21 07:01:13.672950,122.3,approved,,False,US,0,none
10586,97,80,118,2025-07-17 08:25:13.672950,162.05,approved,,False,US,0,none
10587,74,1063,243,2025-10-25 04:31:13.672950,81.67,approved,,False,US,0,none
10588,64,240,119,2025-09-14 04:46:13.672950,67.97,approved,,False,US,0,none
10589,89,557,7,2026-04-17 10:11:13.672950,130.42,approved,,True,JP,0,none
10590,33,590,10,2025-11-25 02:09:13.672950,110.53,approved,,False,US,0,none
10591,62,1361,281,2026-02-18 22:42:13.672950,239.68,approved,,False,US,0,none
10592,58,1932,42,2026-02-27 08:20:13.672950,65.06,approved,,False,US,0,none
10593,20,1885,47,2026-05-12 04:52:13.672950,75.69,approved,,False,US,0,none
10594,71,1824,96,2025-07-23 16:18:13.672950,254.1,declined,merchant_blocked,False,US,0,none
10595,97,1976,246,2026-02-11 15:19:13.672950,35.87,approved,,False,US,0,none
10596,99,1304,224,2026-01-22 04:09:13.672950,73.31,approved,,True,GB,0,none
10597,15,1140,114,2026-06-05 18:45:13.672950,191.06,approved,,False,US,0,none
10598,58,269,32,2025-12-01 04:39:13.672950,28.29,approved,,False,US,0,none
10599,82,1940,153,2025-09-17 04:49:13.672950,70.34,approved,,False,US,0,none
10600,5,335,217,2026-01-15 01:15:13.672950,9.79,approved,,False,US,0,none
10601,87,312,246,2026-06-14 21:07:13.672950,41.38,approved,,False,US,0,none
10602,29,1077,272,2026-04-06 20:01:13.672950,30.22,declined,insufficient_funds,True,GB,0,none
10603,11,1092,261,2026-02-03 16:33:13.672950,38.42,approved,,False,US,0,none
10604,23,694,7,2026-05-15 09:27:13.672950,323.97,declined,card_expired,True,JP,0,none
10605,51,34,205,2025-09-12 09:10:13.672950,9.27,approved,,True,GB,0,none
10606,79,1820,264,2025-12-15 10:57:13.672950,159.39,approved,,False,US,0,none
10607,100,1842,289,2026-04-28 11:56:13.672950,43.68,approved,,False,US,0,none
10608,69,386,202,2026-01-25 10:57:13.672950,97.82,approved,,False,US,0,none
10609,99,249,116,2026-06-23 13:56:13.672950,29.66,declined,suspected_fraud,True,DE,0,none
10610,1,1135,212,2026-01-29 17:27:13.672950,169.08,approved,,False,US,0,none
10611,9,1118,160,2025-12-31 17:44:13.672950,41.76,approved,,False,US,0,none
10612,81,1434,129,2026-04-11 01:52:13.672950,17.62,approved,,True,CA,0,none
10613,32,1203,148,2025-07-19 03:36:13.672950,60.24,approved,,False,US,0,none
10614,52,1071,78,2026-07-03 13:06:13.672950,52.46,approved,,False,US,0,none
10615,50,794,262,2026-04-19 06:14:13.672950,31.93,approved,,False,US,0,none
10616,18,852,52,2026-04-04 00:51:13.672950,66.24,approved,,False,US,0,none
10617,18,874,258,2025-09-23 11:33:13.672950,26.46,approved,,False,US,0,none
10618,48,1628,221,2026-05-31 22:47:13.672950,43.29,approved,,False,US,0,none
10619,67,376,39,2025-12-16 18:32:13.672950,140.19,approved,,False,US,0,none
10620,54,724,248,2025-07-24 17:49:13.672950,137.13,approved,,False,US,0,none
10621,25,1611,288,2026-04-21 22:58:13.672950,69.09,approved,,False,US,0,none
10622,73,1914,254,2025-12-22 15:18:13.672950,56.36,approved,,False,US,0,none
10623,100,202,116,2026-05-28 04:10:13.672950,279.97,approved,,True,DE,0,none
10624,2,445,197,2026-04-01 21:54:13.672950,235.77,approved,,False,US,0,none
10625,12,1943,214,2026-06-18 19:35:13.672950,67.2,declined,card_expired,False,US,0,none
10626,44,1957,92,2025-09-23 22:48:13.672950,6.08,approved,,True,CA,0,none
10627,57,297,32,2026-02-17 19:06:13.672950,146.02,approved,,False,US,0,none
10628,85,1332,93,2026-03-05 16:31:13.672950,54.63,approved,,False,US,0,none
10629,52,1747,232,2025-10-19 07:23:13.672950,42.66,declined,suspected_fraud,True,CA,0,none
10630,59,493,131,2025-09-05 12:25:13.672950,45.62,approved,,True,GB,0,none
10631,96,338,223,2025-09-14 01:50:13.672950,271.77,declined,merchant_blocked,True,DE,0,none
10632,74,1969,13,2025-11-06 20:45:13.672950,107.68,approved,,False,US,0,none
10633,51,923,21,2025-12-04 20:18:13.672950,87.33,approved,,False,US,0,none
10634,100,1670,14,2026-06-28 06:52:13.672950,45.11,approved,,True,CA,0,none
10635,45,1866,107,2026-01-04 15:19:13.672950,241.52,approved,,True,GB,0,none
10636,69,1090,128,2025-09-05 16:51:13.672950,58.08,approved,,True,CA,0,none
10637,93,792,32,2025-10-17 12:43:13.672950,392.15,approved,,False,US,0,none
10638,26,1446,169,2026-04-26 05:08:13.672950,75.32,approved,,False,US,0,none
10639,52,1564,288,2026-06-16 10:04:13.672950,231.4,approved,,False,US,0,none
10640,55,1948,81,2025-12-22 20:48:13.672950,28.16,approved,,True,JP,0,none
10641,33,1653,182,2025-08-18 12:43:13.672950,51.46,approved,,True,CA,0,none
10642,62,1517,190,2026-06-30 21:54:13.672950,518.52,approved,,False,US,0,none
10643,44,1906,255,2026-01-06 03:14:13.672950,326.96,approved,,False,US,0,none
10644,2,962,299,2026-05-02 12:33:13.672950,283.49,approved,,True,CA,0,none
10645,58,317,166,2026-02-18 09:52:13.672950,80.34,approved,,True,JP,0,none
10646,12,942,256,2026-03-09 15:28:13.672950,207.28,approved,,False,US,0,none
10647,82,1861,198,2025-10-24 06:56:13.672950,492.96,approved,,False,US,0,none
10648,72,626,213,2025-08-02 04:51:13.672950,288.61,approved,,False,US,0,none
10649,72,75,45,2026-02-25 16:25:13.672950,63.42,approved,,False,US,0,none
10650,82,1738,13,2026-04-28 15:30:13.672950,315.41,approved,,False,US,0,none
10651,84,939,52,2025-07-10 16:10:13.672950,44.94,approved,,False,US,0,none
10652,28,59,265,2026-01-17 20:58:13.672950,16.75,approved,,False,US,0,none
10653,69,386,43,2025-12-05 23:15:13.672950,6000.0,approved,,False,US,1,large_amount
10654,86,15,7,2026-06-27 11:55:13.672950,56.84,approved,,True,JP,0,none
10655,8,1255,230,2026-07-05 13:42:13.672950,107.97,approved,,False,US,0,none
10656,45,1641,44,2026-02-19 13:09:13.672950,102.47,declined,suspected_fraud,True,GB,0,none
10657,17,1701,172,2025-12-25 06:38:13.672950,27.52,approved,,False,US,0,none
10658,80,199,102,2026-02-25 23:19:13.672950,20.68,approved,,False,US,0,none
10659,82,1940,223,2026-06-07 13:51:13.672950,80.97,approved,,True,DE,0,none
10660,39,1378,68,2026-06-23 07:46:13.672950,8.91,approved,,False,US,0,none
10661,63,35,122,2025-09-03 21:58:13.672950,181.96,approved,,False,US,0,none
10662,7,162,77,2025-09-21 02:34:13.672950,61.54,approved,,False,US,0,none
10663,27,1781,300,2026-05-12 14:28:13.672950,17.71,approved,,False,US,0,none
10664,60,982,296,2025-09-01 01:17:13.672950,64.95,approved,,False,US,0,none
10665,5,799,205,2026-04-06 04:23:13.672950,118.36,approved,,True,GB,0,none
10666,21,895,171,2025-10-07 07:13:13.672950,98.07,approved,,False,US,0,none
10667,99,471,218,2025-07-16 12:54:13.672950,265.02,approved,,False,US,0,none
10668,75,531,193,2025-11-01 15:34:13.672950,118.03,approved,,False,US,0,none
10669,4,1988,153,2025-10-03 01:46:13.672950,88.43,approved,,False,US,0,none
10670,93,792,41,2025-11-04 15:18:13.672950,54.9,approved,,False,US,0,none
10671,18,852,23,2025-11-27 08:02:13.672950,32.29,approved,,False,US,0,none
10672,47,1447,186,2026-05-21 06:26:13.672950,52.43,approved,,False,US,0,none
10673,19,348,216,2025-09-27 09:13:13.672950,241.7,approved,,True,CA,0,none
10674,23,694,43,2025-08-04 01:27:13.672950,36.7,approved,,False,US,0,none
10675,70,935,113,2026-05-11 11:55:13.672950,893.1,approved,,False,US,0,none
10676,95,913,231,2026-07-02 04:46:13.672950,30.83,approved,,False,US,0,none
10677,33,147,110,2025-11-07 22:23:13.672950,231.87,approved,,False,US,0,none
10678,73,1398,138,2026-06-26 09:07:13.672950,349.21,approved,,False,US,0,none
10679,74,1712,105,2025-10-16 11:07:13.672950,14.61,approved,,False,US,0,none
10680,86,675,140,2026-05-07 02:27:13.672950,226.42,approved,,False,US,0,none
10681,82,1440,255,2026-04-23 10:55:13.672950,49.01,approved,,False,US,0,none
10682,92,687,75,2025-07-13 08:36:13.672950,13.92,approved,,True,DE,0,none
10683,57,1518,233,2026-02-07 16:54:13.672950,14.12,approved,,True,JP,0,none
10684,87,1583,212,2025-09-30 05:43:13.672950,173.63,approved,,False,US,0,none
10685,19,1280,58,2026-05-19 17:21:13.672950,259.81,approved,,False,US,0,none
10686,10,960,38,2026-02-05 20:43:13.672950,66.59,approved,,False,US,0,none
10687,6,686,262,2026-01-20 00:44:13.672950,390.74,approved,,False,US,0,none
10688,1,1127,212,2026-02-26 08:54:13.672950,11.93,approved,,False,US,0,none
10689,38,121,138,2026-04-03 05:32:13.672950,81.02,approved,,False,US,0,none
10690,92,419,282,2025-11-04 10:54:13.672950,130.51,approved,,False,US,0,none
10691,63,350,58,2025-10-17 15:59:13.672950,128.94,declined,card_expired,False,US,0,none
10692,42,1681,273,2026-02-02 22:21:13.672950,11.16,approved,,False,US,0,none
10693,15,42,53,2025-12-02 12:01:13.672950,125.48,approved,,False,US,0,none
10694,99,1391,206,2026-04-02 22:55:13.672950,63.6,approved,,False,US,0,none
10695,79,29,5,2026-01-05 13:31:13.672950,118.74,approved,,True,GB,0,none
10696,84,966,107,2026-06-15 09:31:13.672950,20.4,approved,,True,GB,0,none
10697,32,1916,243,2026-06-08 16:13:13.672950,283.47,approved,,False,US,0,none
10698,4,785,148,2025-12-06 23:36:13.672950,112.64,approved,,False,US,0,none
10699,44,14,179,2026-03-04 01:03:13.672950,93.81,approved,,False,US,0,none
10700,79,920,174,2025-10-13 04:01:13.672950,173.99,approved,,False,US,0,none
10701,7,1977,139,2025-11-03 05:04:13.672950,169.54,approved,,False,US,0,none
10702,73,818,175,2026-06-16 16:17:13.672950,161.05,approved,,True,DE,0,none
10703,48,825,253,2025-07-13 18:26:13.672950,96.35,approved,,True,CA,0,none
10704,32,1509,250,2026-02-22 22:48:13.672950,81.04,approved,,False,US,0,none
10705,18,1213,136,2026-05-05 18:13:13.672950,45.94,approved,,False,US,0,none
10706,10,872,22,2025-11-14 02:59:13.672950,34.87,approved,,False,US,0,none
10707,60,295,38,2025-10-24 02:20:13.672950,60.45,approved,,False,US,0,none
10708,45,1207,27,2026-06-14 05:16:13.672950,165.56,approved,,True,GB,0,none
10709,90,864,282,2025-08-24 10:32:13.672950,175.7,approved,,False,US,0,none
10710,29,548,279,2025-07-10 16:42:13.672950,6.5,approved,,False,US,0,none
10711,44,1906,120,2026-02-18 16:36:13.672950,155.5,approved,,False,US,0,none
10712,10,1061,253,2025-11-20 06:38:13.672950,12.92,approved,,True,CA,0,none
10713,78,1008,65,2025-11-28 17:15:13.672950,51.44,approved,,True,GB,0,none
10714,6,1038,74,2025-09-12 22:54:13.672950,171.43,declined,merchant_blocked,True,CA,0,none
10715,19,1947,174,2026-06-05 13:18:13.672950,40.92,approved,,False,US,0,none
10716,58,635,260,2026-03-04 16:03:13.672950,44.04,approved,,False,US,0,none
10717,45,595,285,2025-09-13 14:03:13.672950,42.48,approved,,False,US,0,none
10718,71,1183,73,2025-08-20 02:44:13.672950,82.2,approved,,False,US,0,none
10719,57,1518,79,2026-06-12 21:49:13.672950,23.57,declined,suspected_fraud,False,US,0,none
10720,53,1353,44,2025-10-28 13:00:13.672950,116.64,approved,,True,GB,0,none
10721,31,614,233,2025-08-24 05:43:13.672950,202.19,approved,,True,JP,0,none
10722,51,1873,3,2026-03-18 19:24:13.672950,430.43,approved,,True,DE,0,none
10723,97,1107,79,2025-12-18 04:57:13.672950,45.15,approved,,False,US,0,none
10724,5,1580,181,2026-03-14 19:22:13.672950,277.68,approved,,False,US,0,none
10725,11,1604,139,2025-07-16 21:43:13.672950,64.06,approved,,False,US,0,none
10726,49,1584,7,2025-11-23 21:26:13.672950,48.24,approved,,True,JP,0,none
10727,17,1593,213,2026-01-22 13:26:13.672950,79.19,declined,card_expired,False,US,0,none
10728,25,1611,1,2026-01-29 13:20:13.672950,71.66,approved,,False,US,0,none
10729,29,1046,184,2026-05-12 22:35:13.672950,90.91,approved,,False,US,0,none
10730,38,1156,251,2026-02-14 06:10:13.672950,13.65,approved,,False,US,0,none
10731,10,465,215,2026-03-31 01:23:13.672950,75.89,approved,,False,US,0,none
10732,45,1480,77,2026-04-26 06:25:13.672950,36.54,approved,,False,US,0,none
10733,98,1326,43,2026-01-08 02:52:13.672950,423.55,approved,,False,US,0,none
10734,6,955,157,2025-12-01 03:17:13.672950,30.65,approved,,True,CA,0,none
10735,26,930,18,2025-09-01 00:47:13.672950,35.7,approved,,True,CA,0,none
10736,2,1291,220,2025-10-25 14:33:13.672950,38.16,approved,,False,US,0,none
10737,5,799,73,2025-09-19 14:26:13.672950,52.27,approved,,False,US,0,none
10738,48,395,190,2025-12-11 05:23:13.672950,127.32,approved,,False,US,0,none
10739,53,1144,262,2026-01-26 11:54:13.672950,31.37,approved,,False,US,0,none
10740,93,246,144,2025-11-13 11:15:13.672950,126.52,approved,,False,US,0,none
10741,74,568,129,2026-01-14 01:58:13.672950,24.89,approved,,True,CA,0,none
